name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,,g_us_per_km,max_i_ka,kv_from,MVA_sp,df,parallel,type,max_loading_percent,in_service,line_id,wp_max_i_ka,,MVA_wp
     'Cashla' to    'Prospect',,1717,1491,88.54,5.63E-02,4.19E-01,8.60E+00,4.984802,0,1.028733207,220,392,1,1,,110,TRUE,145,1.228181482,111,468
     'Cashla' to      'Tynagh',,1717,1453,39.889,5.63E-02,4.09E-01,9.57E+00,2.2457507,0,1.997107068,220,761.0000002,1,1,,110,TRUE,144,2.078460969,110,792
     'Cashla' to       'Cloon',,1718,1699,22.803,7.64E-02,3.93E-01,9.34E+00,1.7421492,0,0.934257708,110,177.9999999,1,1,,110,TRUE,143,1.102214151,109,210
     'Cashla' to      'Dalton',,1718,1655,60.763,7.61E-02,3.93E-01,9.34E+00,4.39097,0,0.934257708,110,178,1,1,,110,FALSE,142,1.10221415,,210
     'Cashla' to       'Ennis',,1718,1652,53.468,7.60E-02,3.93E-01,9.34E+00,4.063568,0,0.934257708,110,177.9999999,1,1,,110,TRUE,141,1.102214151,107,210
     'Cashla' to      'Galway',,1718,1623,11.3,1.88E-01,4.17E-01,8.60E+00,2.1244,0,0.551107075,110,105,1,1,,110,TRUE,140,0.645582574,104,123
     'Cashla' to      'Galway' 2,,1718,1623,11.3,1.88E-01,4.17E-01,8.60E+00,2.1244,0,0.551107075,110,105,1,1,,110,TRUE,139,0.645582574,104,123
     'Cashla' to      'Galway' 3,,1718,1623,13.8,7.64E-02,3.93E-01,9.34E+00,1.05432,0,0.934257708,110,177.9999999,1,1,,110,TRUE,138,1.102214151,104,210
     'Cashla' to    'Salthill',,1718,1473,24.856,7.64E-02,3.93E-01,9.34E+00,1.8989984,0,0.934257708,110,177.9999999,1,1,,110,TRUE,137,1.102214151,103,210
     'Cashla' to  'Shantallow',,1718,1454,4.65,1.90E-01,4.16E-01,8.51E+00,0.8835,0,0.551107075,110,105,1,1,,110,TRUE,136,0.645582574,102,123
     'Cashla' to      'Cashla',,1718,1142,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,135,0.645582574,na,123
     'Cashla' to    'Cash_cap',,1718,1141,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,134,0.645582574,na,123
Cashla to Ballymoneen,,1718,15,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,133,5.243390172,na,999
   'Corderry' to     'Garvagh',,1719,1633,5.83,7.68E-02,3.90E-01,1.49E+01,0.447744,0,0.477626132,110,91.00000004,1,1,,110,TRUE,132,0.787295822,101,150
   'Corderry' to   'Srananagh',,1719,1466,12.7,1.89E-01,4.16E-01,8.51E+00,2.4003,0,0.934257708,110,177.9999999,1,1,,110,TRUE,131,1.102214151,100,210
   'Corderry' to    'Arigna_T',,1719,1401,13.675,7.61E-02,3.94E-01,9.42E+00,1.0406675,0,0.934257708,110,177.9999999,1,1,,110,TRUE,130,1.102214151,99,210
    'Coolroe' to   'Iniscarra',,1720,1607,2.74,1.77E-01,4.46E-01,9.59E+00,0.48498,0,1.028733207,110,196,1,1,,110,TRUE,129,1.138954622,98,217
    'Coolroe' to    'Kilbarry',,1720,1593,14.356,1.69E-01,4.13E-01,2.88E+01,2.426164,0,0.934257708,110,177.9999999,1,1,,110,TRUE,128,1.049727762,97,200
   'Clonkeen' to  'Knockeragh',,1721,1585,20.3,7.63E-02,3.93E-01,9.34E+00,1.54889,0,0.934257708,110,177.9999999,1,1,,110,TRUE,127,1.102214151,96,210
   'Clonkeen' to    'Clonkeen',,1721,1170,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,126,5.243390172,na,999
 'Clashavoon' to   'Knockraha',,1722,1596,42.926,5.63E-02,4.19E-01,8.78E+00,2.4167338,0,1.695310336,220,646,1,1,,110,TRUE,125,1.970863874,95,751
 'Clashavoon' to    'Clonkeen',,1723,1721,29.968,7.59E-02,3.89E-01,1.29E+01,2.2745712,0,0.934257708,110,177.9999999,1,1,,110,TRUE,124,0.997241374,94,190
 'Clashavoon' to   'Dunmanway',,1723,1661,38.832,7.57E-02,3.92E-01,1.03E+01,2.9395824,0,0.934257708,110,177.9999999,1,1,,110,TRUE,123,1.102214151,93,210
 'Clashavoon' to     'Macroom' 2,,1723,1535,5.66,4.49E-02,2.12E-01,4.61E+02,0.254134,0,0.845030849,110,161.0000001,1,1,,110,TRUE,122,1.002490013,92,191
 'Clashavoon' to  'Clashavoon',,1723,1171,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,121,1.102214151,na,210
    'Clonfad' to    'Kinnegad',,1724,1577,6.59,7.71E-02,3.95E-01,9.59E+00,0.508089,0,0.934257708,110,177.9999999,1,1,,110,TRUE,120,1.102214151,91,210
    'Clonfad' to   'Mullingar',,1724,1523,18.97,7.65E-02,3.94E-01,9.26E+00,1.451205,0,0.934257708,110,177.9999999,1,1,,110,TRUE,119,1.102214151,90,210
      'Cabra' to  'Pelletstown',,1725,1494,2.66,1.09E-01,3.28E-01,5.24E+01,0.28994,0,0.419891105,110,80.00000003,1,1,,110,TRUE,118,0.624588018,89,119
      'Cabra' to  'Wolfe Tone',,1725,1426,4.7,6.44E-02,1.36E-01,1.60E+02,0.30268,0,0.629836657,110,119.9999999,1,1,,110,TRUE,117,0.687571684,88,131
 'Ardnagappary' to  'Tievebrack',,1726,1451,35,1.88E-01,4.16E-01,8.43E+00,6.58,0,0.551107075,110,105,1,1,,110,TRUE,116,0.645582574,87,123
 'Coolderrig' to  'Grange Castl' 2,,1727,1616,2.02,6.05E-02,1.50E-01,2.90E+02,0.12221,0,0.734809434,110,140.0000001,1,1,,110,TRUE,115,0.734809433,85,140
 'Coolderrig' to  'Grange Castl',,1727,1616,1.87,6.54E-02,1.49E-01,2.91E+02,0.122298,0,0.734809434,110,140.0000001,1,1,,110,TRUE,114,0.734809433,85,140
  'Boggeragh' to  'Clashavoon',,1728,1171,13.5,7.26E-02,3.59E-01,5.26E+01,0.9801,0,0.934257708,110,177.9999999,1,1,,110,TRUE,113,1.102214151,84,210
     'Banoge' to    'Tullabeg',,1729,1438,11.15,7.60E-02,3.93E-01,1.06E+01,0.8474,0,0.934257708,110,177.9999999,1,1,,110,TRUE,112,1.102214151,83,210
  'Ballyadam' to    'Midleton',,1730,1543,3.516,1.62E-01,4.20E-01,9.01E+00,0.569592,0,0.519615242,110,98.99999995,1,1,,110,TRUE,111,0.635085296,82,121
  'Ballyadam' to   'Whitegate',,1730,1428,18.306,1.77E-01,4.15E-01,8.60E+00,3.240162,0,0.519615242,110,98.99999995,1,1,,110,TRUE,110,0.635085296,81,121
     'Clonee' to     'Corduff',,1731,1679,5.057,9.67E-02,4.21E-01,8.72E+00,0.4890119,0,1.138954622,220,434,1,1,,110,TRUE,109,1.346275855,80,513
     'Clonee' to    'Woodland',,1731,1430,13.5,5.74E-02,4.19E-01,8.62E+00,0.7749,0,1.138954622,220,434,1,1,,110,TRUE,108,1.346275855,79,513
 'Cloghboola' to       'Trien',,1732,301,13.618,5.99E-02,1.73E-01,1.91E+02,0.8157182,0,0.650831213,110,124.0000001,1,1,,110,TRUE,107,0.650831212,78,124
 'Butlerstown' to   'Cullenagh',,1735,1683,12.317,7.66E-02,3.73E-01,2.78E+01,0.9434822,0,0.934257708,110,177.9999999,1,1,,110,TRUE,106,1.007738652,77,192
 'Butlerstown' to  'Killoteran',,1735,1575,2.717,1.69E-01,4.41E-01,9.67E+00,0.459173,0,1.049727762,110,200,1,1,,110,TRUE,105,1.133705983,76,216
    'Belcamp' to     'Finglas',,1736,1640,10,4.89E-02,9.68E-02,218.3452257,0.489,0,1.495862061,220,570,1,1,,110,TRUE,104,1.495862061,75,570
    'Belcamp' to  'Shellybanks',,1736,1468,23.4,2.09E-02,7.03E-02,218.3514241,0.48906,0,1.495862061,220,570,1,1,,110,TRUE,103,1.495862061,74,570
    'Belcamp' to    'Darndale',,1737,1701,1,0.042813128,0.256034336,675.0005561,0.042813128,0,1.196689649,110,228,1,1,,110,TRUE,102,1.196689649,na,228
    'Belcamp' to    'Darndale' 2,,1737,1701,1,0.042813128,0.256034336,675.0005561,0.042813128,0,1.196689649,110,228,1,1,,110,TRUE,101,1.196689649,na,228
    'Belcamp' to      'Grange',,1737,1625,4.3,7.03E-02,1.49E-01,1.89E+02,0.30229,0,0.734809434,110,140.0000001,1,1,,110,TRUE,100,0.734809433,73,140
    'Belcamp' to     'Kilmore',,1737,1574,4,6.96E-02,1.51E-01,1.92E+02,0.2784,0,0.734809434,110,140.0000001,1,1,,110,TRUE,99,0.734809433,72,140
  'Barrymore' to    'Barrym T',,1738,1224,0.308,7.60E-02,3.93E-01,9.26E+00,0.023408,0,0.934257708,110,177.9999999,1,1,,110,TRUE,98,1.102214151,na,210
   'Cloghran' to     'Corduff',,1739,1680,2.5,4.89E-02,1.36E-01,2.90E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,97,1.149451899,71,219
     'Bandon' to      'Brinny',,1740,1733,2.5,1.89E-01,4.16E-01,8.43E+00,0.4725,0,0.236188746,110,44.99999991,1,1,,110,TRUE,96,0.645582574,67,123
     'Bandon' to   'Dunmanway',,1740,1661,25.901,7.60E-02,3.93E-01,9.26E+00,1.968476,0,0.934257708,110,177.9999999,1,1,,110,TRUE,95,1.102214151,69,210
     'Bandon' to    'RaffeenB',,1740,1482,26.886,7.60E-02,3.93E-01,9.26E+00,2.043336,0,0.934257708,110,177.9999999,1,1,,110,TRUE,94,1.102214151,68,210
     'Bandon' to     'Ban_cap',,1740,1234,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,93,0.645582574,na,123
     'Bandon' to      'Brinny' 2,,1740,1213,2.6,1.86E-01,4.19E-01,9.09E+00,0.4836,0,0.236188746,110,44.99999991,1,1,,110,TRUE,92,0.635085296,67,121
 'Ballyragget' to    'Kilkenny',,1741,1589,22,7.64E-02,3.93E-01,9.34E+00,1.6808,0,0.934257708,110,177.9999999,1,1,,110,TRUE,91,1.102214151,66,210
 'Ballyragget' to  'Coolnabacky',,1741,1561,28,7.61E-02,3.93E-01,9.34E+00,2.1308,0,0.934257708,110,177.9999999,1,1,,110,FALSE,90,1.102214151,,210
  'Blackrock' to  'Pottery Road',,1742,1492,5.2,4.65E-02,9.54E-02,4.65E+02,0.2418,0,0.624588018,110,118.9999999,1,1,,110,TRUE,89,0.624588019,64,119
  'Blackrock' to    'Ringsend',,1742,1489,7.7,4.71E-02,9.43E-02,4.65E+02,0.36267,0,0.624588018,110,118.9999999,1,1,,110,TRUE,88,0.624588019,63,119
 'Airton Road' to   'Inch_City',,1743,1606,6.5,8.75E-02,1.81E-01,2.64E+02,0.56875,0,0.734809434,110,140.0000001,1,1,,110,TRUE,87,0.734809433,61,140
 'Airton Road' to   'Inch_City' 2,,1743,1606,6.5,8.75E-02,1.81E-01,2.64E+02,0.56875,0,0.734809434,110,140.0000001,1,1,,110,TRUE,86,0.734809433,61,140
 'Bellacorick' to   'Castlebar',,1744,1715,37.395,1.72E-01,4.15E-01,1.01E+01,6.43194,0,1.023484568,110,195,1,1,,110,TRUE,85,1.159949177,60,221
 'Bellacorick' to         'Moy',,1744,1521,27,7.62E-02,3.93E-01,9.34E+00,2.0574,0,0.719063517,110,137,1,1,,110,TRUE,84,1.10221415,59,210
 'Bellacorick' to  'Bellacorick' 6,,1744,1261,12.3,2.20E-01,3.50E-01,19.73685332,2.706,0,5.243390172,110,999,1,1,,110,TRUE,83,5.243390172,58,999
 'Bellacorick' to  'Srahnakilly' 2,,1744,1259,4,3.06E-02,1.33E-01,2.90E+02,0.1224,0,1.007738652,110,192.0000001,1,1,,110,TRUE,82,1.007738651,57,192
 'BarnahelyB' to    'RaffeenB',,1745,1482,1.8,1.41E-01,4.10E-01,1.02E+01,0.2538,0,0.519615242,110,98.99999995,1,1,,110,TRUE,81,0.635085296,56,121
  'Barnahely' to  'BarnahelyB',,1746,1745,0.001,5,10,3.18E+04,0.005,0,0.713814878,110,135.9999999,1,1,,110,TRUE,80,0.834533571,na,159
  'Barnahely' to     'Raffeen',,1746,1484,1.7,1.92E-01,4.20E-01,9.26E+00,0.3264,0,0.330664245,110,62.99999998,1,1,,110,TRUE,79,0.482874771,55,92
 'Barnageeragh' to    'Cloghran',,1747,1739,0.85,1.44E-01,2.85E-01,2.91E+02,0.1224,0,1.007738652,110,192.0000001,1,1,,110,TRUE,78,1.007738651,na,192
 'Barnageeragh' to  'Snughborough',,1747,1460,1.2,1.02E-01,2.02E-01,2.92E+02,0.1224,0,1.007738652,110,192.0000001,1,1,,110,TRUE,77,1.007738651,54,192
  'Ballydine' to   'Cullenagh',,1748,1683,21.8,1.73E-01,4.17E-01,8.84E+00,3.7714,0,1.028733207,110,196,1,1,,110,FALSE,76,1.138954622,,217
  'Ballydine' to        'Doon',,1748,1667,11.3,7.60E-02,3.94E-01,9.34E+00,0.8588,0,0.934257708,110,177.9999999,1,1,,110,TRUE,75,1.102214151,52,210
     'Baroda' to     'Monread',,1749,1518,11.2,1.10E-01,3.29E-01,6.92E+01,1.232,0,0.519615242,110,98.99999995,1,1,,110,TRUE,74,0.635085296,51,121
     'Baroda' to   'Newbridge',,1749,1514,7.2,1.01E-01,2.87E-01,1.02E+02,0.7272,0,0.640333935,110,122,1,1,,110,TRUE,73,0.640333935,50,122
    'Binbane' to   'Cath_Fall',,1750,1711,34.261,7.60E-02,3.93E-01,9.26E+00,2.603836,0,0.934257708,110,177.9999999,1,1,,110,TRUE,72,1.102214151,49,210
    'Binbane' to  'Tievebrack',,1750,1451,23.2,1.26E-01,4.04E-01,8.93E+00,2.9232,0,0.713814878,110,135.9999999,1,1,,110,TRUE,71,0.834533571,48,159
 'Blundelstown' to     'Corduff',,1751,1680,18.33,7.60E-02,3.93E-01,9.26E+00,1.39308,0,0.934257708,110,177.9999999,1,1,,110,TRUE,70,1.102214151,47,210
 'Blundelstown' to   'Mullingar',,1751,1523,56.18,7.60E-02,3.93E-01,9.26E+00,4.26968,0,0.934257708,110,177.9999999,1,1,,110,FALSE,69,1.102214151,,210
      'Blake' to     'Blake T',,1752,1305,0.5,7.60E-02,3.93E-01,9.26E+00,0.038,0,0.934257708,110,177.9999999,1,1,,110,TRUE,68,1.102214151,na,210
 'Ballylickey' to   'Dunmanway',,1755,1662,27.57,1.87E-01,4.14E-01,9.34E+00,5.15559,0,0.356907439,110,67.99999997,1,1,,110,TRUE,66,0.645582574,45,123
  'Baltrasna' to      'Deenes',,1756,1734,10.75,7.65E-02,3.93E-01,1.07E+01,0.822375,0,0.934257708,110,177.9999999,1,1,,110,TRUE,65,1.102214151,44,210
  'Baltrasna' to     'Corduff',,1756,1680,15.934,8.05E-02,4.15E-01,9.92E+00,1.282687,0,0.934257708,110,177.9999999,1,1,,110,TRUE,64,1.096965512,43,209
  'Booltiagh' to       'Ennis',,1757,1652,24.687,7.65E-02,3.93E-01,9.26E+00,1.8885555,0,0.934257708,110,177.9999999,1,1,,110,TRUE,63,1.102214151,42,210
  'Booltiagh' to    'Tulbrk T',,1757,315,18.278,7.61E-02,3.93E-01,9.34E+00,1.3909558,0,0.934257708,110,177.9999999,1,1,,110,TRUE,62,1.102214151,41,210
 'Ballywater' to       'Crane',,1758,1697,22.4,4.34E-02,1.27E-01,1.60E+02,0.97216,0,0.356907439,110,67.99999997,1,1,,110,TRUE,61,0.603593463,40,115
       'Athy' to      'Carlow',,1759,1692,24.227,7.61E-02,3.93E-01,9.34E+00,1.8436747,0,0.934257708,110,177.9999999,1,1,,110,TRUE,60,1.102214151,39,210
       'Athy' to  'Coolnabacky',,1759,1561,21.94,7.61E-02,3.93E-01,9.34E+00,1.669634,0,0.934257708,110,177.9999999,1,1,,110,TRUE,59,1.102214151,38,210
 'Ballyvouskil' to  'Clashavoon',,1760,1722,16.774,5.72E-02,4.18E-01,9.79E+00,0.9594728,0,1.94199636,220,740,1,1,,110,TRUE,58,2.078460969,37,792
 'Ballyvouskil' to  'Ballynahulla',,1760,1581,14.5,6.68E-02,4.21E-01,8.76E+00,0.9686,0,1.997107068,220,761.0000002,1,1,,110,TRUE,57,2.083709608,36,794
 'Ballyvouskil' to  'BVK Statcom',,1761,1359,0.001,5,10,3.18E+04,0.005,0,1.144203261,110,218,1,1,,110,TRUE,56,1.217684204,na,232
 'Ballyvouskil' to  'Ballyvouskil',,1761,1358,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,55,1.102214151,na,210
     'Artane' to   'Fin_urban',,1762,1641,9,6.32E-02,1.36E-01,1.60E+02,0.5688,0,0.629836657,110,119.9999999,1,1,,110,TRUE,54,0.687571684,35,131
     'Artane' to   'McDermott',,1762,1544,4.9,6.42E-02,1.36E-01,1.60E+02,0.31458,0,0.629836657,110,119.9999999,1,1,,110,TRUE,53,0.687571684,34,131
       'Arva' to  'Carrick on S',,1763,1695,43.038,7.62E-02,3.93E-01,9.26E+00,3.2794956,0,0.934257708,110,177.9999999,1,1,,110,TRUE,52,1.096965512,33,209
       'Arva' to    'Gortawee',,1763,1620,30.6,7.63E-02,3.93E-01,9.26E+00,2.33478,0,0.934257708,110,177.9999999,1,1,,110,TRUE,51,1.102214151,32,210
Arva to Balruntagh,,1763,13,54.497,7.61E-02,3.93E-01,9.26E+00,4.1472217,0,0.934257708,110,177.9999999,1,1,,110,FALSE,50,1.102214151,31,210
       'Arva' to       'Navan',,1763,1512,65.497,7.61E-02,3.93E-01,9.26E+00,4.9843217,0,0.934257708,110,177.9999999,1,1,,110,FALSE,49,1.102214151,,210
       'Arva' to    'Shankill',,1763,1472,18.515,7.65E-02,3.93E-01,9.34E+00,1.4163975,0,0.934257708,110,177.9999999,1,1,,110,TRUE,48,1.102214151,28,210
       'Arva' to    'Shankill'2,,1763,1472,23.56,7.60E-02,3.92E-01,1.08E+01,1.79056,0,0.719063517,110,137,1,1,,110,TRUE,47,1.10221415,28,210
  'Aughinish' to  'Ballinknocka',,1764,1765,4.56,7.70E-02,3.95E-01,9.83E+00,0.35112,0,0.934257708,110,177.9999999,1,1,,110,TRUE,46,1.102214151,27,210
  'Aughinish' to  'Castlefarm',,1764,1704,0.65,1.88E-01,3.72E-01,4.45E+01,0.1222,0,0.503869326,110,96.00000003,1,1,,110,TRUE,45,0.503869326,na,96
  'Aughinish' to    'Moneteen',,1764,1533,27.5,7.61E-02,3.93E-01,9.26E+00,2.09275,0,0.934257708,110,177.9999999,1,1,,110,TRUE,44,1.102214151,26,210
  'Aughinish' to   'Seal Rock',,1764,1464,1,1.22E-01,0.242,1.60E+02,0.122,0,0.629836657,110,119.9999999,1,1,,110,TRUE,43,0.629836658,na,120
  'Aughinish' to   'Seal Rock' 2,,1764,1462,1,1.22E-01,0.242,1.60E+02,0.122,0,0.629836657,110,119.9999999,1,1,,110,TRUE,42,0.629836658,na,120
  'Aughinish' to  'Castlefarm' 2,,1764,1090,0.67,1.82E-01,3.79E-01,4.71E+01,0.12194,0,0.503869326,110,96.00000003,1,1,,110,TRUE,41,0.503869326,na,96
 'Ballinknocka' to  'Kilpaddoge',,1765,1572,28.23,7.63E-02,3.93E-01,9.34E+00,2.153949,0,0.934257708,110,177.9999999,1,1,,110,TRUE,40,1.102214151,25,210
    'Athlone' to   'Lanesboro',,1766,1566,35.793,7.60E-02,3.93E-01,9.26E+00,2.720268,0,0.934257708,110,177.9999999,1,1,,110,FALSE,39,1.102214151,24,210
    'Athlone' to  'Shannonbridg',,1766,1476,21.628,7.55E-02,3.89E-01,1.37E+01,1.632914,0,0.934257708,110,177.9999999,1,1,,110,TRUE,38,0.997241374,23,190
    'Athlone' to     'Ath_cap',,1766,1364,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,37,0.645582574,na,123
    'Athlone' to  'mob_cap',,1766,1363,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,36,52.48113947,na,9999
      'Athea' to     'Dromada',,1767,1670,5.463,2.69E-02,1.26E-01,2.90E+02,0.1469547,0,0.629836657,110,119.9999999,1,1,,110,TRUE,35,0.734809434,22,140
      'Athea' to     'Athea-2',,1767,1377,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,34,1.102214151,na,210
      'Athea' to  'Knockanure B',,1767,744,6.707,7.51E-02,3.75E-01,2.68E+01,0.5036957,0,0.934257708,110,177.9999999,1,1,,110,TRUE,33,1.102214151,21,210
     'Arklow' to  'Carrickmines',,1768,1706,53.613,5.60E-02,4.12E-01,9.98E+00,3.002328,0,1.138954622,220,434,1,1,,110,TRUE,32,1.346275855,20,513
     'Arklow' to   'Lodgewood',,1768,1550,39.02,5.71E-02,4.19E-01,8.60E+00,2.228042,0,1.138954622,220,434,1,1,,110,TRUE,31,1.346275855,19,513
     'Arklow' to      'Banoge',,1769,1729,29.006,8.64E-02,3.97E-01,9.26E+00,2.5061184,0,0.934257708,110,177.9999999,1,1,,110,FALSE,29,1.102214151,18,210
     'Arklow' to  'Pollahoney',,1769,1500,2.25,8.07E-02,3.98E-01,9.34E+00,0.181575,0,0.934257708,110,177.9999999,1,1,,110,TRUE,28,1.102214151,16,210
     'Arklow' to  'Pollahoney' 2,,1769,1500,2.38,7.63E-02,3.97E-01,9.92E+00,0.181594,0,0.934257708,110,177.9999999,1,1,,110,TRUE,27,1.102214151,16,210
      'Anner' to        'Doon',,1770,1667,2,1.88E-01,4.17E-01,7.89E+00,0.376,0,0.236188746,110,44.99999991,1,1,,110,TRUE,26,0.645582574,15,123
  'Adamstown' to  'Grange Castl',,1771,1616,2.5,8.71E-02,1.84E-01,2.64E+02,0.21775,0,0.734809434,110,140.0000001,1,1,,110,TRUE,25,0.734809433,14,140
  'Adamstown' to  'Inch_Country',,1771,1604,10.5,1.05E-01,3.15E-01,5.93E+01,1.1025,0,0.540609798,110,103.0000001,1,1,,110,TRUE,24,0.703317601,13,134
      'Ahane' to   'Killonan2',,1772,707,3.766,1.25E-01,3.95E-01,2.45E+01,0.47075,0,0.356907439,110,67.99999997,1,1,,110,TRUE,23,0.587847547,12,112
  'Agannygal' to  'Derrybrien',,1774,1660,8,1.89E-01,4.17E-01,8.51E+00,1.512,0,0.551107075,110,105,1,1,,110,TRUE,22,0.645582574,11,123
  'Agannygal' to       'Ennis',,1774,1652,38.2,1.88E-01,4.16E-01,8.43E+00,7.1816,0,0.519615242,110,98.99999995,1,1,,110,TRUE,21,0.635085296,10,121
  'Agannygal' to  'Shannonbridg',,1774,1476,45.878,1.81E-01,4.14E-01,9.67E+00,8.303918,0,0.545858436,110,103.9999999,1,1,,110,FALSE,20,0.624588019,9,119
   'Agh_AT14' to    'AghT2102',,1775,1773,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,19,2.621695086,na,999
     'Arigna' to    'Arigna_T',,1776,1401,0.207,5.90E-01,1.17E+00,1.27E+01,0.12213,0,0.551107075,110,105,1,1,,110,TRUE,18,0.645582574,na,123
   'Aghada_B' to    'Agh_AT14',,1777,1775,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,17,2.621695086,na,999
   'Aghada_B' to    'Glanagow',,1777,1617,3.78,1.29E-01,2.56E-01,1.80E+02,0.48762,0,1.503735019,220,572.9999999,1,1,,110,TRUE,16,1.503735019,8,573
   'Aghada_B' to   'Knockraha',,1777,1596,25.6,5.67E-02,4.20E-01,8.62E+00,1.45152,0,1.031357526,220,392.9999999,1,1,,110,FALSE,15,1.228181482,7,468
     'Aghada' to    'Aghada_B',,1778,1777,0.001,5,10,3.18E+04,0.005,0,1.556221407,220,592.9999998,1,1,,110,TRUE,14,1.556221408,na,593
     'Aghada' to    'AghT2102',,1778,1773,1.4,3.49E-01,6.91E-01,1.80E+02,0.4886,0,1.556221407,220,592.9999998,1,1,,110,TRUE,13,1.556221408,6,593
     'Aghada' to   'Knockraha',,1778,1596,25.6,5.66E-02,4.13E-01,8.86E+00,1.44896,0,1.031357526,220,392.9999999,1,1,,110,FALSE,12,1.228181482,5,468
     'Aghada' to     'Raffeen',,1778,1483,14.387,3.67E-02,3.06E-01,1.15E+02,0.5280029,0,1.138954622,220,434,1,1,,110,TRUE,11,1.346275855,4,513
     'Aghada' to   'Longpoint',,1778,1409,0.96814,5.05E-01,1.00E+00,1.80E+02,0.4889107,0,1.556221407,220,592.9999998,1,1,,110,TRUE,10,1.556221408,na,593
     'Aghada' to   'Whitegate',,1779,1428,3.1,1.91E-01,4.18E-01,8.51E+00,0.5921,0,0.519615242,110,98.99999995,1,1,,110,TRUE,9,0.635085296,3,121
 'Ardnacrusha' to    'Drumline',,1780,1671,18.154,1.83E-01,4.21E-01,8.76E+00,3.322182,0,0.519615242,110,98.99999995,1,1,,110,TRUE,8,0.635085296,2,121
 'Ardnacrusha' to       'Ennis',,1780,1652,32.321,1.81E-01,4.15E-01,9.75E+00,5.850101,0,0.519615242,110,98.99999995,1,1,,110,TRUE,7,0.635085296,1,121
 'Ardnacrusha' to    'Limerick',,1780,1563,11.702,7.34E-02,3.83E-01,2.61E+01,0.8589268,0,0.934257708,110,177.9999999,1,1,,110,TRUE,6,1.096965512,0,209
 'Ardnacrusha' to  'Ardnacrusha' 2,,1780,1420,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,5,5.243390172,na,999
 'Ardnacrusha' to   'Ardna_Cap',,1780,1417,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,4,0.645582574,na,123
 'Bedford Row' to    'Ringsend' 2,,1784,440,5.14,5.99E-02,5.94E-02,1.41E+02,0.307886,0,151.9190879,38,9998.999998,1,1,,110,TRUE,3,151.9190879,,9999
 'Bedford Row' to    'Ringsend',,1784,440,3.96,7.06E-02,6.21E-02,1.43E+02,0.279576,0,151.9190879,38,9998.999998,1,1,,110,TRUE,2,151.9190879,,9999
   'FMN LOOP' to  'North_Wall',,1785,504,1,5.20E-02,5.65E-02,4.56E+02,0.052,0,1.519342814,38,100,1,1,,110,TRUE,1,1.519342814,,100
Celtic,,1,0,0.1,16.16,32,360.0884226,1.616,0,1.58771324,400,1100,1,1,,110,TRUE,0,1.58771324,na,1100
Knockanarragh to Balruntagh,,1868,13,11,7.61E-02,3.93E-01,9.26E+00,4.1472217,0,0.934257708,110,177.9999999,1,1,,110,TRUE,1063,1.102214151,31,210
Arva to Knockanarragh,,1763,1868,43.497,7.61E-02,3.93E-01,9.26E+00,4.1472217,0,0.934257708,110,177.9999999,1,1,,110,TRUE,1064,1.102214151,31,210
    Gortyrahilly to  'Ballyvouskil',,1869,1761,25,5.16E-02,6.09E-02,2.90E+02,0.253356,0,1.023484568,110,195,1,1,,110,TRUE,1065,1.154700538,247,220
